cod_ibge,pop_total,pop_urbana_pct,perc_jovens_15_29,renda_per_capita,taxa_desemprego,taxa_analfabetismo_15,perc_esgoto_adequado,gini,idhm,idhm_renda,idhm_longevidade,idhm_educacao,perc_pobres,pib_per_capita,densidade_demografica,taxa_homicidios,alta_violencia
2300606,6782.0,73.1937,23.6508,699.36,5.7237,21.22,16.7002,0.55,0.602,0.547,0.774,0.515,49.56,11007.667354762607,93.31957344341245,29.48982601002654,1
2300705,14155.0,50.0177,22.3243,803.58,7.2829,19.51,23.6525,0.48,0.601,0.563,0.774,0.499,36.02,16408.9014482515,12.338640997411979,105.96962204168139,1
2300754,42156.0,40.0417,25.1044,582.24,9.4386,17.94,7.9138,0.56,0.606,0.503,0.761,0.582,57.54,15785.937944776544,35.8761033629379,26.093557263497487,1
2300804,7245.0,75.804,22.6915,793.02,7.3946,24.81,47.4942,0.51,0.599,0.55,0.772,0.506,43.92,10897.584541062803,27.8969296050149,0.0,0
2300903,12928.0,51.81,23.2828,627.92,7.8616,16.63,10.9059,0.54,0.618,0.536,0.741,0.593,49.77,9357.82797029703,23.76557961689768,30.940594059405942,1
2301000,80645.0,79.3763,21.9679,930.64,4.1852,11.35,14.8762,0.48,0.641,0.608,0.788,0.55,24.19,47794.667989335976,167.9278521393648,88.04017608035215,1
2301109,75113.0,63.286,22.9228,904.09,7.3338,12.89,26.4912,0.53,0.655,0.607,0.742,0.624,31.68,22715.468693834624,61.207011756883176,25.29522186572231,1
2301208,25553.0,65.9844,22.7175,718.73,4.6525,20.28,7.5307,0.51,0.615,0.55,0.759,0.556,42.69,10426.251320784253,39.67931079461108,46.96121786091653,1
2301257,11096.0,47.3143,22.5397,623.37,14.5578,21.79,0.5051,0.53,0.59,0.522,0.763,0.516,51.04,9623.64816149964,32.415914648218966,36.04902667627974,1
2301307,19783.0,61.2698,23.8033,545.54,11.1667,22.34,23.2731,0.56,0.564,0.515,0.759,0.459,56.0,10513.167871404741,18.028058632426447,15.164535206995904,1
2301406,11224.0,33.5086,24.9555,732.99,4.0152,14.88,19.4188,0.49,0.622,0.53,0.775,0.587,46.35,13510.780470420528,93.7223400524391,62.36635780470421,1
2301505,7429.0,57.6659,21.2545,732.65,17.3931,22.5,18.0839,0.53,0.618,0.565,0.74,0.564,40.76,9452.685421994885,6.953147448094741,13.460761879122357,1
2301604,21697.0,59.0957,23.418,720.44,7.9161,22.78,11.969,0.59,0.6,0.573,0.783,0.482,45.07,10935.106235885145,18.783264826979615,32.26252477301009,1
2301703,23714.0,53.3862,22.046,714.57,11.3689,24.17,12.4555,0.53,0.605,0.557,0.764,0.521,45.69,9141.941469174328,26.76916477587005,4.216918276123809,0
2301802,5704.0,51.8583,21.0203,660.22,3.286,19.38,13.2273,0.46,0.627,0.563,0.763,0.575,35.89,11840.988779803647,39.187666602544724,0.0,0
2301851,17195.0,55.4464,24.8968,740.46,7.439,20.79,32.6052,0.55,0.606,0.54,0.779,0.53,48.92,15122.47746437918,15.906774000773366,29.078220412910728,1
2301901,75033.0,71.7871,23.9908,1005.61,10.3477,11.57,20.3836,0.51,0.683,0.613,0.817,0.637,28.35,17928.178268228647,123.38072358100574,10.66197539749177,0
2301950,22392.0,47.2624,24.1649,713.88,4.3105,18.81,15.2139,0.5,0.616,0.551,0.771,0.551,41.44,10718.828152911754,86.04464392073379,31.261164701679174,1
2302008,19381.0,62.8141,21.4643,729.66,8.0988,19.33,16.0236,0.5,0.599,0.556,0.758,0.51,41.46,12487.848924204118,27.24553171030694,10.319384964656106,0
2302057,14567.0,65.3944,24.3084,509.21,5.484,24.84,14.9106,0.55,0.571,0.512,0.72,0.505,55.93,9153.223038374408,37.7784693586452,20.594494405162354,1
2302107,35218.0,74.5216,24.6238,773.07,7.2397,14.37,43.3249,0.48,0.619,0.574,0.753,0.548,34.41,12728.49111249929,112.1324524397039,31.23402805383611,1
2302206,53114.0,41.812,22.0676,759.16,6.8395,17.01,9.3474,0.55,0.638,0.585,0.778,0.571,38.18,19938.35900139323,33.26381712854235,28.241141695221597,1
2302305,32775.0,37.8337,22.2914,621.73,14.3343,16.59,22.9903,0.55,0.623,0.533,0.76,0.598,51.91,9832.006102212052,38.92027844475636,15.255530129672007,1
2302404,50411.0,56.7971,23.2806,714.71,7.0273,22.55,42.8619,0.59,0.598,0.553,0.768,0.504,48.83,10696.435301819047,17.78142578033373,49.59235087580091,1
2302503,51090.0,63.6994,23.6994,873.09,6.8592,16.22,59.6231,0.52,0.647,0.596,0.768,0.592,32.29,15992.053239381483,78.04074799360887,15.658641612840087,1
2302602,62326.0,74.3317,24.7906,731.25,5.6787,16.82,43.2808,0.56,0.62,0.565,0.729,0.578,45.76,13469.499085453903,55.62591425401781,20.858068863716586,1
2302701,25135.0,72.4687,23.1311,748.63,5.4247,21.25,28.8564,0.58,0.63,0.584,0.769,0.556,46.64,11631.470061666998,23.21764078841141,15.914064054107818,1
2302800,74174.0,68.6319,23.9518,816.43,5.5224,18.32,26.4686,0.58,0.612,0.571,0.765,0.526,45.24,12286.731199611724,24.460574002684353,14.829994337638526,1
2302909,17254.0,46.8819,23.5076,612.32,8.9855,17.82,8.2178,0.57,0.611,0.527,0.73,0.593,52.79,10247.42088791005,76.16012429982034,57.9575750550597,1
2303006,16377.0,63.9739,23.6124,655.3,6.1535,20.7,3.8849,0.5,0.592,0.528,0.779,0.505,47.06,11367.710813946389,17.680570804872442,36.63674665689687,1
2303105,17632.0,49.2173,23.1965,608.07,12.0356,22.24,26.2017,0.54,0.596,0.537,0.749,0.526,49.87,10951.962341197823,23.335190584398827,22.686025408348456,1
2303204,26320.0,56.2576,24.0995,627.49,8.2346,20.84,5.4572,0.51,0.578,0.549,0.73,0.483,45.21,9617.287234042553,41.502478006998025,7.598784194528876,0
2303303,17015.0,50.9962,20.5466,681.18,7.7417,23.58,4.0382,0.52,0.597,0.546,0.751,0.519,44.85,10636.732295033793,16.417137117588773,17.63150161622098,1
2303402,17210.0,57.5305,23.3585,654.73,4.865,19.0,1.1884,0.53,0.593,0.536,0.76,0.513,49.64,9690.412550842533,47.382795722608286,5.8105752469494485,0
2303501,72720.0,70.6779,23.1312,873.81,5.5876,14.97,4.3468,0.48,0.646,0.587,0.793,0.578,31.25,14774.161166116612,86.76613591213616,78.38283828382838,1
2303600,10243.0,56.6436,20.9509,715.33,4.6349,24.6,29.9644,0.51,0.618,0.551,0.764,0.56,42.19,15045.20160109343,20.983175356906543,29.28829444498682,1
2303659,10444.0,60.7717,23.8797,659.33,4.9004,22.63,18.3858,0.53,0.609,0.537,0.717,0.587,48.19,10731.616238988892,13.321054766320332,19.149751053236308,1
2303709,355679.0,89.5785,24.3236,947.97,6.0232,7.57,47.363,0.48,0.682,0.62,0.808,0.632,22.82,29303.67269363668,290.77746893394374,50.04512495817858,1
2303808,22344.0,62.6074,21.2898,857.12,6.5082,19.49,14.2415,0.56,0.627,0.592,0.753,0.553,39.13,11068.967060508414,30.609477101798703,44.75474400286431,1
2303907,12462.0,70.1011,22.9016,672.47,11.8834,21.84,0.3315,0.5,0.586,0.524,0.716,0.536,49.91,8852.351147488365,52.52908447142134,80.24394158241053,1
2303931,12113.0,35.9614,23.4954,549.53,10.8565,22.14,5.5291,0.58,0.585,0.493,0.778,0.523,60.78,14776.60364897218,14.857690967878048,74.30033847931975,1
2303956,20163.0,60.9036,23.7812,723.23,3.1228,18.98,0.714,0.5,0.604,0.57,0.742,0.522,36.15,12908.446163765313,68.01920177039514,79.35327084263254,1
2304004,20953.0,66.0908,24.9511,656.99,5.2511,24.06,17.9775,0.51,0.61,0.526,0.758,0.568,47.57,10742.61442275569,27.924934662343254,52.49844890946404,1
2304103,76390.0,73.2151,22.5867,920.1,7.0229,15.27,50.4886,0.6,0.644,0.618,0.787,0.55,37.07,12470.860060217306,25.621666692940142,19.636078020683335,1
2304202,131050.0,83.7421,23.8779,1060.11,7.624,10.23,43.3244,0.57,0.713,0.655,0.822,0.673,24.54,14281.472720335749,115.14299521152746,26.707363601678747,1
2304236,17481.0,57.7084,23.0193,576.04,7.4844,24.46,15.8119,0.57,0.59,0.497,0.76,0.544,58.91,12838.910817458955,25.103719245035908,34.32297923459756,1
2304251,29761.0,39.7634,23.6854,834.25,4.3026,13.41,2.3667,0.58,0.632,0.573,0.752,0.586,46.29,12522.4622828534,88.59523518922605,30.240919323947445,1
2304269,8932.0,46.1599,20.3762,606.51,7.4436,25.6,1.4952,0.5,0.609,0.542,0.742,0.562,45.38,11294.558889386475,18.958512864705156,11.195700850873264,0
2304277,6474.0,55.1437,20.5283,705.28,4.5198,21.42,2.0907,0.46,0.61,0.551,0.754,0.547,39.25,12463.700957676861,18.548389407305326,0.0,0
2304285,74170.0,99.0198,20.1429,2512.7,3.2682,5.47,34.8337,0.65,0.701,0.7,0.794,0.621,22.03,48233.746797896725,941.0286990281407,20.223810165835243,1
2304301,18217.0,46.7805,22.2704,691.36,7.8087,21.36,14.9829,0.54,0.633,0.541,0.774,0.605,48.78,11102.157325575012,34.33671353715083,16.46813416039963,1
2304350,24173.0,75.3113,24.8873,727.41,6.9767,16.35,64.3792,0.45,0.644,0.583,0.76,0.602,29.57,12615.604186489058,42.49988571991181,99.28432548711372,1
2304400,2428708.0,100.0,22.9292,1668.98,5.8003,5.08,71.715,0.61,0.754,0.749,0.824,0.695,12.14,30237.368592683848,7775.523206116157,33.721633065811126,1
2304459,17294.0,71.5797,23.4937,900.17,9.9306,15.98,2.7282,0.51,0.624,0.562,0.734,0.588,39.33,18067.53787440731,60.675592230829686,17.3470567826992,1
2304509,15657.0,69.7899,26.6143,822.31,5.3402,21.48,17.9889,0.53,0.604,0.551,0.746,0.536,45.88,17622.852398288305,74.4564493732286,63.86919588682379,1
2304608,6734.0,56.8607,24.1313,634.44,3.4787,22.68,13.3607,0.51,0.568,0.548,0.744,0.449,43.35,12914.018414018414,29.23110981851014,59.4000594000594,1
2304657,13801.0,45.3445,22.2737,574.75,6.0196,24.08,8.2575,0.55,0.57,0.514,0.755,0.477,55.15,9398.666763278023,53.2974438389916,0.0,0
2304707,53344.0,49.6701,26.5653,564.83,7.8656,25.53,9.092,0.62,0.559,0.495,0.778,0.453,63.91,8799.621325734854,20.03021955740064,11.247750449910018,0
2304806,4841.0,53.9145,23.838,693.39,7.6236,23.32,23.4416,0.51,0.585,0.533,0.715,0.526,46.36,10604.627143152242,43.406140162111754,0.0,0
2304905,10910.0,70.3116,23.1989,753.78,9.1957,18.09,40.3342,0.47,0.633,0.585,0.724,0.598,31.9,10151.695692025665,70.07920041623576,54.995417048579284,1
2304954,24325.0,79.1942,24.7112,601.44,12.677,16.61,18.1256,0.47,0.617,0.546,0.768,0.56,40.45,9537.225077081192,94.9998633095492,57.55395683453237,1
2305001,42053.0,49.0643,24.2955,716.54,5.1901,19.02,12.45,0.51,0.609,0.552,0.776,0.528,43.42,15913.466340094643,67.32681193064472,9.511806529855182,0
2305100,5654.0,27.7503,24.3368,748.44,4.5089,21.07,16.858,0.47,0.637,0.576,0.736,0.61,35.52,14219.31376016979,62.257066408271584,0.0,0
2305209,17855.0,65.3038,21.8986,659.36,5.5166,17.61,3.7539,0.51,0.597,0.549,0.775,0.499,44.0,10362.643517222066,19.269538264953724,5.6006720806496775,0
2305233,74755.0,95.2003,24.6779,762.19,5.533,11.36,24.7159,0.42,0.658,0.594,0.788,0.61,22.32,28316.259781954384,465.5978873546467,64.20975185606314,1
2305266,11956.0,38.1148,23.3188,624.16,11.6116,25.47,3.7304,0.55,0.577,0.517,0.759,0.489,54.03,11062.64637002342,13.59787547412298,25.092004014720644,1
2305308,23965.0,45.458,22.4953,692.97,4.9989,17.77,5.723,0.47,0.608,0.559,0.767,0.525,38.71,14543.709576465679,57.87361262714566,16.69100771959107,1
2305332,11611.0,53.7938,21.7725,627.47,10.7208,20.91,24.4232,0.52,0.606,0.514,0.758,0.571,53.82,10761.43312376195,27.393737495753275,68.90018086297476,1
2305357,21433.0,56.1144,21.9055,824.14,7.374,17.27,1.672,0.47,0.616,0.572,0.757,0.541,33.32,19177.016749871695,50.856345594411565,32.6599169504969,1
2305407,62642.0,51.2867,22.4705,706.4,12.7458,23.33,33.8546,0.55,0.606,0.568,0.731,0.536,42.14,11773.075572299735,33.57272249793661,9.578238242712557,0
2305506,98064.0,76.2686,21.9163,1009.72,5.8602,14.89,34.2822,0.54,0.677,0.642,0.808,0.599,24.31,19424.20256159243,100.34062852050165,30.592266275085656,1
2305605,24024.0,48.8636,21.1247,705.5,7.9961,23.82,31.4552,0.55,0.632,0.561,0.759,0.592,45.52,12770.937395937395,7.421384114086172,45.78754578754579,1
2305654,11575.0,52.1555,21.486,648.09,6.8951,24.67,2.2346,0.55,0.579,0.502,0.766,0.506,55.78,9859.784017278618,16.42372792374282,17.278617710583156,1
2305704,12083.0,55.1105,22.5937,744.84,5.1689,19.2,29.4941,0.63,0.606,0.621,0.729,0.491,36.35,11872.134403707689,43.69855483385653,16.552180749813786,1
2305803,41081.0,61.072,23.2248,735.8,3.4238,19.17,16.0746,0.56,0.618,0.583,0.762,0.532,42.15,12654.146685815827,65.61946429113377,0.0,0
2305902,36798.0,50.6114,22.1751,625.83,11.512,23.84,16.9289,0.56,0.573,0.534,0.735,0.479,51.9,8916.653078971683,24.808816777604513,2.717538996684602,0
2306009,14001.0,79.7586,21.8413,850.77,7.2857,21.35,30.5109,0.55,0.652,0.597,0.733,0.632,33.85,13947.718020141418,16.684263335136695,35.71173487608028,1
2306108,23915.0,64.4324,26.013,584.86,19.986,18.11,33.2879,0.61,0.605,0.526,0.755,0.557,56.58,9211.540873928498,16.308513569174284,8.3629521220991,0
2306207,7536.0,63.2696,20.5281,772.01,3.8489,15.9,0.6392,0.44,0.656,0.581,0.758,0.642,26.94,10994.559447983014,35.28040336512127,39.80891719745223,1
2306256,64650.0,81.4602,27.2622,1008.7,3.904,9.42,8.8362,0.45,0.626,0.583,0.768,0.548,29.31,19471.39984532096,420.66291008940306,35.57617942768755,1
2306306,46426.0,75.3673,24.7641,687.35,10.696,15.96,30.4882,0.49,0.665,0.654,0.808,0.56,18.1,12807.069314608194,106.4035570223689,25.847585404730108,1
2306405,131123.0,58.4833,25.3464,720.4,8.4354,12.91,31.9127,0.56,0.64,0.562,0.761,0.613,45.0,13605.599322773274,82.14568748140144,3.8132135475850917,0
2306504,17841.0,51.7011,23.4852,597.58,8.9981,23.65,5.7727,0.5,0.604,0.525,0.775,0.542,46.42,9546.213777254638,30.07428809350826,39.23546886385292,1
2306553,42957.0,35.745,26.1704,642.63,3.6508,16.0,7.681,0.53,0.606,0.529,0.753,0.558,49.01,17850.082640780314,60.09375616402713,32.59073026514887,1
2306603,20424.0,49.3537,25.6267,602.54,7.5391,21.77,16.5371,0.54,0.562,0.514,0.747,0.463,53.79,8520.808852330592,24.63022701920468,9.792401096748922,0
2306702,17232.0,51.8164,22.2899,744.65,3.318,21.29,6.5289,0.56,0.612,0.552,0.776,0.535,47.29,13152.5069637883,9.432753858331335,58.03156917363045,1
2306801,10356.0,57.3001,21.6589,892.83,4.5696,18.37,62.5707,0.45,0.618,0.575,0.735,0.559,32.21,14870.799536500579,16.623780224507716,86.90614136732329,1
2306900,33726.0,69.0209,21.135,882.89,3.4967,16.97,62.3841,0.52,0.621,0.58,0.76,0.543,37.3,16639.23975567811,17.967440606650182,29.650714582221433,1
2307007,31701.0,60.9034,22.381,789.66,7.1571,19.26,13.4317,0.47,0.624,0.568,0.779,0.548,34.35,17884.640863064258,37.104967461023456,18.926847733509984,1
2307106,27411.0,37.1457,23.7788,726.42,8.1087,18.19,31.2521,0.53,0.614,0.547,0.779,0.542,45.8,10731.239283499324,50.295874274075906,7.296340885046149,0
2307205,7861.0,62.3076,22.0328,727.11,4.931,19.27,28.6641,0.5,0.651,0.562,0.776,0.634,41.91,16502.862231268286,21.34071023490798,12.721027859051011,1
2307254,25555.0,51.9977,27.8458,968.32,3.3057,12.3,19.6362,0.59,0.652,0.614,0.723,0.625,36.4,21586.304050088045,122.25576355433935,62.61005674036392,1
2307304,286120.0,96.7,25.5564,1021.94,7.6956,9.8,41.3226,0.54,0.694,0.644,0.81,0.642,23.43,17876.36655948553,1105.6154072058982,21.319725989095485,1
2307403,23922.0,61.989,21.7958,694.23,6.9774,24.07,22.9207,0.49,0.598,0.541,0.772,0.511,44.11,13350.597776105677,25.439842779602184,29.261767410751606,1
2307502,30802.0,61.1714,22.4076,677.99,5.1549,20.43,30.4572,0.6,0.613,0.576,0.778,0.515,46.26,11145.510031816117,32.58564018691094,9.73962729692877,0
2307601,59560.0,73.0591,22.1206,1128.21,4.9918,12.62,36.1664,0.49,0.682,0.633,0.804,0.623,21.09,23898.018804566822,74.94755810134531,72.19610476830087,1
2307635,16896.0,59.7064,25.0829,656.35,13.1366,19.09,13.118,0.58,0.61,0.536,0.778,0.545,49.8,10347.478693181818,16.926772873083266,41.42992424242424,1
2307650,234509.0,98.4845,23.956,910.74,7.0135,6.36,53.5275,0.43,0.686,0.617,0.788,0.665,18.97,52606.582263367294,2231.633740626546,54.58212691197353,1
2307700,105093.0,84.037,23.4497,833.02,6.0605,9.57,31.8884,0.44,0.659,0.587,0.788,0.618,25.4,15695.888403604427,180.10642582325772,39.96460278039451,1
2307809,25799.0,65.0103,27.222,584.74,1.2754,15.42,11.8646,0.54,0.612,0.564,0.734,0.553,41.45,15154.424590100392,44.97655201269155,15.504476917709988,1
2307908,10846.0,73.9535,27.577,622.75,7.4962,21.88,4.6512,0.59,0.599,0.541,0.76,0.522,51.02,8881.33874239351,35.74288586069963,18.439977872026553,1
2308005,37697.0,68.3078,26.1294,652.16,8.6908,18.93,29.5906,0.47,0.616,0.541,0.778,0.554,41.67,10046.369737644905,66.39367360597414,21.221847892405233,1
2308104,45561.0,54.2635,23.8362,667.97,9.1038,23.77,12.163,0.56,0.605,0.544,0.772,0.526,48.76,11358.310836022036,42.22477806064999,21.948596387261034,1
2308203,15157.0,52.352,24.1671,752.71,3.1666,14.41,7.898,0.47,0.618,0.559,0.761,0.554,35.68,8530.250049482087,99.94658788929844,6.597611664577422,0
2308302,25900.0,52.8803,22.5598,740.97,8.3469,22.03,27.687,0.47,0.628,0.561,0.777,0.569,36.4,11089.69111969112,44.72480430739583,7.722007722007723,0
2308351,14123.0,49.2672,23.09,827.51,6.2469,16.93,23.3906,0.54,0.626,0.56,0.784,0.558,44.12,13827.798626354173,28.125790371950284,28.32259434964243,1
2308377,14196.0,57.9036,25.4649,453.17,8.0798,20.1,3.6628,0.64,0.592,0.51,0.778,0.523,64.35,7931.74133558749,20.031664592381873,21.132713440405748,1
2308401,36822.0,44.6635,24.5587,629.9,8.8104,18.08,7.6936,0.57,0.622,0.579,0.754,0.552,44.81,14011.650643636956,60.03746838910384,27.1576774754223,1
2308500,37735.0,54.6045,21.863,765.22,3.2786,24.21,37.7353,0.54,0.582,0.549,0.735,0.489,45.53,11841.711938518616,17.921955547281,10.600238505366372,0
2308609,17149.0,53.8107,22.3103,705.32,10.8055,18.84,13.4546,0.55,0.61,0.545,0.773,0.538,49.73,9370.750481077614,19.21374776200005,81.63741326024841,1
2308708,61443.0,63.3254,22.1587,842.15,4.6556,18.93,17.5926,0.52,0.61,0.569,0.758,0.525,39.18,20781.276955877805,21.766407967023238,63.47346320980421,1
2308807,8254.0,55.1975,25.7693,763.44,3.5088,19.89,20.1845,0.51,0.581,0.495,0.768,0.516,58.9,9156.166707051127,19.915742943592168,12.1153380179307,1
2308906,22753.0,51.1976,25.6625,667.16,7.9501,20.75,24.3651,0.54,0.588,0.524,0.76,0.511,54.57,8491.363776205335,55.27832306466347,0.0,0
2309003,13666.0,65.6739,21.323,730.44,6.5359,22.16,22.7673,0.57,0.607,0.565,0.732,0.541,46.25,9607.200351236646,71.10671731099433,43.904580711254205,1
2309102,10569.0,63.4876,24.5719,768.51,3.9474,13.86,29.6218,0.55,0.607,0.551,0.759,0.534,47.55,11713.596366732898,107.90088922012028,151.38612924590785,1
2309201,15399.0,68.8227,24.2873,674.97,9.8875,14.77,44.5925,0.57,0.625,0.567,0.779,0.554,46.47,10609.844795116565,54.493531127027715,25.975712708617444,1
2309300,30699.0,76.6735,22.4274,744.82,7.1188,18.47,32.8876,0.5,0.614,0.585,0.754,0.524,33.63,10975.276067624352,41.65903345180083,9.77230528681716,0
2309409,27545.0,54.4745,23.0931,771.68,10.8531,24.96,28.5452,0.6,0.605,0.552,0.763,0.526,50.09,10280.813214739517,28.86154839142316,3.6304229442730076,0
2309458,24493.0,42.2039,22.288,714.07,6.3277,19.8,5.62,0.53,0.594,0.524,0.771,0.519,49.99,11629.281835626505,32.09776234315107,20.41399583554485,1
2309508,19675.0,75.4307,19.7865,673.92,9.9299,21.12,42.8113,0.49,0.636,0.582,0.793,0.557,33.03,11125.74332909784,34.06773028400453,15.247776365946633,1
2309607,70983.0,89.6863,24.465,835.89,7.3281,12.47,5.4463,0.47,0.659,0.609,0.788,0.596,24.7,19167.054083372073,283.5860250494397,46.49000464900046,1
2309706,81524.0,96.574,24.3891,862.29,6.5219,7.67,62.3842,0.44,0.675,0.605,0.779,0.652,22.0,15151.072076934399,611.9363773522589,36.79897944163682,1
2309805,11186.0,41.4894,22.7517,720.8,7.1803,18.49,27.3546,0.5,0.635,0.571,0.773,0.58,37.95,13263.543715358484,99.4903631496091,17.879492222420883,1
2309904,6175.0,65.004,21.3117,723.25,8.5609,18.71,35.2888,0.5,0.621,0.562,0.745,0.571,41.68,9706.882591093117,69.88851791070114,0.0,0
2310001,9346.0,63.2142,20.3296,838.31,6.3655,20.96,8.5074,0.47,0.638,0.572,0.723,0.628,34.53,10568.478493473143,21.38770653119136,32.09929381553606,1
2310100,10242.0,46.7877,22.7397,689.96,6.6119,17.35,14.8609,0.63,0.622,0.59,0.742,0.551,45.85,11240.382737746533,79.45940913604767,48.81859011911736,1
2310209,38980.0,70.6208,22.8733,871.22,4.8551,12.85,12.5481,0.55,0.637,0.597,0.746,0.581,36.59,14261.95484864033,127.91399768980364,38.48127244740893,1
2310258,32216.0,59.7684,23.8484,813.25,5.6082,12.93,24.6245,0.5,0.634,0.574,0.738,0.602,38.48,16610.659299726845,111.38501751195412,18.62428606903402,1
2310308,31445.0,52.9782,23.2565,643.03,6.2225,23.56,30.5101,0.53,0.57,0.526,0.764,0.46,51.58,9180.760057242805,13.589804426961445,6.360311655271108,0
2310407,10384.0,58.619,24.1718,569.94,4.4187,19.89,12.6472,0.52,0.583,0.515,0.741,0.518,49.98,10680.662557781201,19.256803118474586,48.15100154083205,1
2310506,40187.0,63.6524,23.3359,667.71,6.7105,22.39,36.6632,0.5,0.603,0.541,0.779,0.521,41.95,9702.490855251699,30.243554421013577,34.83713638738896,1
2310605,8972.0,70.7869,24.7548,712.89,18.7568,14.29,63.3436,0.45,0.646,0.566,0.761,0.626,34.26,13615.916183682568,59.60036137535207,0.0,0
2310704,37813.0,64.893,23.6294,733.42,5.517,17.28,25.8196,0.56,0.629,0.562,0.734,0.604,44.8,12819.929653822759,27.403981342710292,37.0243038108587,1
2310803,15274.0,43.4988,22.8689,719.3,7.3733,21.68,8.5211,0.53,0.601,0.525,0.776,0.534,51.12,36700.99515516564,33.96176910710832,6.547073458164201,0
2310852,23391.0,78.077,22.3548,794.0,5.7711,15.51,5.3757,0.45,0.636,0.581,0.754,0.588,30.09,11750.33132401351,315.953696324612,42.751485614125095,1
2310902,16616.0,59.1839,21.8946,704.36,4.6608,16.97,7.8264,0.52,0.6,0.53,0.779,0.523,48.21,9755.175734232065,28.18177038370016,6.018295618680789,0
2310951,10606.0,39.1948,25.5893,651.65,2.9092,20.48,1.2879,0.51,0.591,0.51,0.769,0.526,52.34,7941.73109560626,43.384711041298516,0.0,0
2311009,12065.0,65.3543,22.3208,654.04,6.8892,22.58,23.3507,0.54,0.581,0.527,0.746,0.5,53.0,9067.71653543307,9.204527422091475,41.44218814753419,1
2311108,17050.0,43.9824,23.2493,829.82,3.9669,18.1,23.8634,0.49,0.622,0.531,0.765,0.592,47.62,10931.08504398827,75.8249577514898,11.730205278592376,0
2311207,8833.0,57.5682,22.6084,604.42,9.0674,25.97,6.2241,0.58,0.562,0.529,0.759,0.441,53.53,12517.830861541945,25.732380907989185,11.321181931393639,0
2311231,5974.0,43.9069,23.8366,756.94,6.8966,21.58,13.1394,0.5,0.604,0.544,0.754,0.538,43.54,16206.226983595581,14.601466012607023,50.217609641781046,1
2311264,20213.0,35.591,21.9364,677.69,4.1445,22.93,16.8923,0.55,0.594,0.524,0.774,0.518,49.89,9138.673131153218,19.76056216858801,0.0,0
2311306,84168.0,74.7303,24.8396,888.08,8.4178,15.07,48.4968,0.53,0.659,0.592,0.775,0.624,36.21,13186.353483509172,41.65524258804129,38.0191996958464,1
2311355,15910.0,33.4381,19.5726,693.31,4.2004,27.76,28.7892,0.51,0.591,0.548,0.725,0.52,45.02,12496.54305468259,25.651278049535506,12.570710245128849,1
2311405,82177.0,66.891,25.0873,853.65,6.6698,18.48,48.8238,0.56,0.642,0.592,0.789,0.567,38.37,17066.34459763681,24.885952883944494,6.084427516214999,0
2311504,20874.0,70.2836,23.2299,900.07,5.3956,18.88,7.4648,0.44,0.622,0.56,0.774,0.556,34.25,30517.150522180702,34.25117197947621,76.65037846124365,1
2311603,27214.0,62.4385,23.6459,670.02,7.3438,16.01,5.3403,0.5,0.626,0.567,0.75,0.577,38.32,15060.887778349379,109.7387384117844,25.722054824722566,1
2311702,18606.0,58.981,22.6809,724.54,3.5264,19.92,2.4305,0.6,0.601,0.56,0.761,0.509,50.02,10249.919380844889,49.88885879838798,10.74922068150059,0
2311801,72928.0,68.8062,22.7348,867.47,5.7641,13.56,26.9832,0.46,0.674,0.617,0.791,0.626,22.09,15885.846314172883,48.43377878843827,42.50767880649408,1
2311900,13854.0,54.7928,21.4667,665.49,13.726,26.19,15.9156,0.54,0.575,0.533,0.715,0.499,50.76,12260.430200664068,10.029870974187599,7.218131947451999,0
2311959,16633.0,46.0891,25.762,544.51,2.9598,25.0,5.8133,0.49,0.54,0.497,0.732,0.434,53.46,9576.384296278482,20.63000075658633,18.036433595863645,1
2312007,30628.0,48.1292,25.7803,587.81,6.9961,21.73,36.9615,0.66,0.587,0.536,0.755,0.5,59.47,9144.312393887945,31.492435872257598,9.794958861172784,0
2312106,16954.0,43.5472,23.8115,597.15,5.2994,20.79,18.7922,0.56,0.612,0.527,0.779,0.557,56.11,9394.656128347293,19.825552908874258,0.0,0
2312205,40183.0,64.7065,23.281,770.52,6.7434,18.71,29.5629,0.56,0.616,0.546,0.775,0.553,48.79,15770.599507254312,9.427554604997827,9.954458353034866,0
2312304,47640.0,52.458,23.4215,718.45,2.6427,19.13,26.8058,0.51,0.611,0.562,0.764,0.531,42.61,13164.987405541562,135.78568435813904,48.27875734676742,1
2312403,54143.0,74.2552,24.3079,834.41,7.6909,10.99,28.7075,0.51,0.665,0.587,0.775,0.646,33.04,159300.13113421865,64.25096121896806,49.867942300943795,1
2312502,5855.0,43.006,17.7626,939.84,3.1968,18.14,27.1615,0.5,0.654,0.62,0.784,0.576,27.57,18428.351836037575,20.951794769029274,153.71477369769428,1
2312601,10822.0,70.9296,21.6134,622.89,8.046,15.95,19.7413,0.51,0.62,0.558,0.719,0.593,42.2,12299.852153021622,88.08041346192977,64.6830530401035,1
2312700,24266.0,61.4811,21.9525,781.3,3.1772,19.15,43.3021,0.51,0.619,0.574,0.77,0.537,37.35,14517.10211819006,25.19161552939662,16.483969339817026,1
2312809,7262.0,74.6764,24.9105,623.36,12.3653,24.0,3.9571,0.52,0.603,0.528,0.735,0.565,50.98,8643.073533461857,17.101464292274432,13.770311209033325,1
